street,city,zip_code,county,country,latitude,longitude,time_zone
1101 Bechtelar Fields,South Laila,55539-5694,City of London,Antigua and Barbuda,4.721,-20.455,Europe/Vilnius
385 Myriam Spur,Aliso Viejo,87086-2227,Oxfordshire,Nauru,29.706,115.894,Europe/Vilnius
676 Hodkiewicz Oval,West Dellside,94349,City of London,Nigeria,9.165,179.215,Europe/Vilnius
480 Stiedemann Field,Erynside,85097-1148,City of London,Latvia,-41.874,48.74,Europe/Vilnius
548 Schimmel Fields,Erynside,49568,Greater Manchester,Burundi,-30.338,155.52,Europe/Vilnius
201 Joshuah Fork,East Filibertofurt,10876-3963,Staffordshire,Saint Kitts and Nevis,-39.835,51.025,Europe/Vilnius
992 Eugenia Heights,Frisco,59213,Staffordshire,Cyprus,25.053,126.423,Europe/Vilnius
1451 Hauck Stream,New Philip,32774,North Yorkshire,Hungary,84.501,-102.013,Europe/Warsaw
218 Cade Forks,New Wallaceberg,35862-4449,West Midlands,Uruguay,-39.819,-116.099,Europe/Warsaw
193 Glover Lights,Elisabethland,33290-8845,Derbyshire,Guinea,21.026,86.938,Europe/Warsaw
1360 Fannie Loaf,Kettering,23164-5228,Gloucestershire,Tunisia,66.881,92.671,Europe/Warsaw
1089 Antonietta Highway,East Vicentaborough,24590,East Riding of Yorkshire,Ethiopia,-75.528,133.99,Europe/Warsaw
97 Chyna Plaza,Farmington,98360,Merseyside,Bahrain,82.865,84.851,Europe/Warsaw
547 Tremblay Springs,Maxwellport,10458,East Sussex,Tunisia,11.024,-78.086,Europe/Warsaw
1353 Leffler Fields,Aliso Viejo,22544-8173,City of London,United Kingdom,-48.712,85.652,Europe/Warsaw
1297 Quitzon Green,East Filibertofurt,23494,Greater London,Hungary,-3.962,-150.526,Europe/Warsaw
149 Torphy Fords,West Janetborough,45454-4611,Cambridgeshire,Burundi,-73.662,174.649,Europe/Warsaw
910 King Drives,West Everardo,33701-8168,North Yorkshire,Burundi,-21.32,108.433,Europe/Warsaw
696 Caesar Place,Tabithaville,39785-3139,Essex,Norfolk Island,-15.23,-161.757,Europe/Warsaw
277 Lehner Drive,Grand Rapids,44085,Northamptonshire,Puerto Rico,37.886,177.105,Europe/Warsaw
1167 Missouri Extension,Frisco,41147-8527,Isle of Wight,Ethiopia,82.26,136.132,Europe/Warsaw
612 Howell Vista,New Wallaceberg,65110-9065,Merseyside,Azerbaijan,88.301,-176.028,Europe/Warsaw
683 Beer Plaza,Shoreline,79283,Greater London,Croatia,83.614,-118.257,Europe/Warsaw
893 Dameon Mountain,State College,19357,Northamptonshire,Bolivia,42.707,-74.26,Europe/Warsaw
998 Tremblay Springs,Grand Rapids,68457-7941,Buckinghamshire,Paraguay,-5.8,18.5,Europe/Warsaw
298 Conner Vista,East Providence,80248,Kent,Spain,-35.691,71.438,Europe/Warsaw
1497 Smitham Drive,West Dorris,40745,Suffolk,Nauru,-34.382,-48.948,Europe/Warsaw
637 Dameon Mountain,Tryciastad,65419,Greater London,Argentina,-30.233,173.909,Europe/Warsaw
1172 Antonietta Highway,East Filibertofurt,13158,Wiltshire,Albania,83.163,153.242,Europe/Warsaw
364 Antonietta Highway,West Everardo,19188-4990,Greater London,France,78.701,-118.711,Europe/Warsaw
422 Stiedemann Field,Katrinaside,86807,Berkshire,Latvia,22.978,61.906,Europe/Warsaw
348 Wilma Greens,West Lucy,11373-2495,Bedfordshire,Wallis and Futuna,6.362,-69.887,Europe/Warsaw
1492 Benny River,South Stacey,63163-3342,East Sussex,Estonia,-24.823,-16.476,Europe/Warsaw
277 Stroman Turnpike,Janefurt,82002,Shropshire,Tanzania,53.588,53.53,Europe/Warsaw
292 Natalia Points,State College,24135-9197,West Sussex,Estonia,26.003,158.572,Europe/Warsaw
1299 Smitham Drive,East Providence,67964-1980,Gloucestershire,Guinea,24.086,25.431,Europe/Warsaw
373 Jade Shore,Maxwellport,40399-5182,West Sussex,United Kingdom,-36.913,68.379,Europe/Warsaw
393 Stiedemann Field,Janefurt,70843-7829,Tyne and Wear,Nigeria,-22.972,-148.084,Europe/Warsaw
160 Dante Summit,West Dellside,34310,Hampshire,Trinidad and Tobago,-58.025,125.627,Europe/Warsaw
874 Laurianne Glens,New Merle,28861-6367,Tyne and Wear,Nauru,-52.436,108.514,Europe/Warsaw
769 Dante Summit,West Brendonville,68294,South Yorkshire,Tanzania,81.955,-87.672,Europe/Warsaw
1494 Corwin Mission,North Frankie,38327-4048,Somerset,Azerbaijan,-76.871,156.011,Europe/Warsaw
1006 Dave Stravenue,Rettaland,84733,Cambridgeshire,Tunisia,36.678,-149.304,Europe/Warsaw
26 Torphy Fords,New Montemouth,15163,Tyne and Wear,Anguilla,-4.577,136.59,Europe/Warsaw
377 Calista Via,Rogers,84397,Gloucestershire,Ecuador,-51.119,172.17,Europe/Warsaw
490 Kuphal Mountain,Rettaland,25922-5134,Dorset,Senegal,17.85,28.115,Europe/Warsaw
1233 Shakira Crossroad,Lake Zackton,86823,Buckinghamshire,Czech Republic,-68.902,45.313,Europe/Warsaw
676 Jade Shore,Marionton,44469-6216,Hertfordshire,Vanuatu,-15.823,-12.908,Europe/Warsaw
1299 Graham Walks,North Kaleighshire,43949,Worcestershire,Albania,45.98,-82.28,Europe/Warsaw
491 Cole Center,West Brendonville,55813,West Yorkshire,Vanuatu,65.548,171.636,Europe/Warsaw
42 Stiedemann Field,Buffalo,26026,Lincolnshire,Latvia,24.94,-145.316,Europe/Warsaw
1038 Cole Center,East Khalilton,91643,Suffolk,Christmas Island,50.674,126.743,Europe/Warsaw
978 Antonietta Highway,North Kaleighshire,90186,East Sussex,Mauritius,-14.787,-147.674,Europe/Warsaw
48 Laurianne Glens,East Vicentaborough,96823,Herefordshire,Latvia,-84.655,138.439,Europe/Warsaw
63 Graham Walks,Tabithaville,20775-5067,West Midlands,Saint Martin,-28.064,-23.614,Europe/Warsaw
369 Stiedemann Field,Jaquelinview,84034-5691,Nottinghamshire,Switzerland,-55.642,42.31,Europe/Warsaw
963 Kuphal Mountain,West Estaton,49707,City of London,Gabon,-72.179,71.177,Europe/Warsaw
653 Stokes Wells,Denesikburgh,26489,Kent,Afghanistan,76.599,-154.339,Europe/Warsaw
568 King Springs,East Filibertofurt,42372-1137,Hampshire,United States of America,0.594,-40.301,Europe/Warsaw
291 Graham Walks,Durwardton,49369-3334,Somerset,Tajikistan,75.202,-107.164,Europe/Warsaw
890 Stokes Wells,New Garlandfort,37377,Bristol,Germany,-80.225,163.118,Europe/Warsaw
641 Fisher Light,Tabithaville,25419-7568,Northumberland,Saint Kitts and Nevis,-54.608,6.642,Europe/Warsaw
1242 Fannie Loaf,Port Amie,55660,Staffordshire,Costa Rica,51.892,-161.827,Europe/Warsaw
643 Myriam Spur,West Brendonville,15353,Bedfordshire,Benin,15.855,177.248,Europe/Warsaw
1398 Forest Path,South Verdieton,42692-3222,Cornwall,Qatar,70.371,19.218,Europe/Warsaw
979 Max Wall,Marionton,32304,South Yorkshire,Greece,60.119,-42.64,Europe/Warsaw
459 Arturo Manors,Katrinaside,54745,Northamptonshire,Belize,-3.21,-3.083,Europe/Warsaw
948 Quitzon Green,Maxwellport,12907,Tyne and Wear,Isle of Man,43.4,-166.025,Europe/Warsaw
410 Dave Stravenue,New Solonmouth,18333,Durham,Comoros,46.87,46.876,Europe/Warsaw
358 Fay Corners,Grand Rapids,93095-2108,Lincolnshire,Mongolia,-42.384,-63.602,Europe/Warsaw
522 Zboncak Center,South Stacey,96162-1111,Tyne and Wear,Bahrain,40.045,-167.947,Europe/Warsaw
1379 Fay Corners,West Lucy,87260,Merseyside,Comoros,74.64,89.33,Europe/Warsaw
506 Hauck Stream,Lake Zackton,25547,South Yorkshire,Albania,-3.74,166.952,Europe/Warsaw
694 Conner Vista,North Sigmund,79945,Worcestershire,Russian Federation,23.601,-82.705,Europe/Warsaw
55 Frances Groves,Bellingham,17410-5472,Bedfordshire,Angola,-9.254,93.843,Europe/Warsaw
370 Dameon Mountain,Durwardton,75882-6235,Greater London,Guinea,-32.996,-95.253,Europe/Warsaw
1092 Conner Vista,Metairie,40808-5148,West Sussex,Costa Rica,-27.464,-156.248,Europe/Warsaw
1212 Brisa Hill,North Sigmund,97224,Suffolk,Lao Peoples Democratic Republic,34.247,21.212,Europe/Warsaw
344 Laurianne Glens,New Davonteside,37174,Derbyshire,"Virgin Islands, U.S.",-77.035,-145.763,Europe/Warsaw
537 Zboncak Center,Lake Zackton,38105,Worcestershire,Guinea-Bissau,46.279,38.814,Europe/Warsaw
43 Chyna Plaza,Connfurt,14500-5132,City of London,Benin,59.923,179.246,Europe/Warsaw
864 Leffler Fields,East Providence,74711,Tyne and Wear,British Indian Ocean Territory (Chagos Archipelago),-47.32,127.707,Europe/Warsaw
353 Parker Ways,New Solonmouth,14239-9835,Warwickshire,Greece,24.855,138.189,Europe/Warsaw
431 Benny River,Frisco,18966,Durham,Latvia,83.488,-0.226,Europe/Warsaw
451 Adell Mews,Kissimmee,89377,Merseyside,Burkina Faso,72.689,38.865,Europe/Warsaw
1433 Howell Vista,Lake Adell,60191,West Sussex,Saint Martin,-66.086,-145.848,Europe/Warsaw
300 Stroman Turnpike,Cruzshire,16087-5443,Greater Manchester,Chile,-36.099,105.449,Europe/Warsaw
885 King Drives,Lake Adell,89986,Devon,Tajikistan,-3.456,-43.127,Europe/Warsaw
527 Hauck Stream,New Merle,92351-8107,Merseyside,French Southern Territories,-45.524,-126.83,Europe/Zagreb
670 Moises Causeway,Port Adalberto,56124-8381,Derbyshire,Panama,61.388,35.489,Europe/Zagreb
1103 Fisher Light,West Dorris,74486-5230,Lincolnshire,Norfolk Island,30.466,-167.919,Europe/Zagreb
1257 Harber Village,Tabithaville,94128-8544,Essex,Qatar,-27.246,60.482,Europe/Zagreb
52 Wilma Greens,Kettering,31916,Cornwall,Pitcairn Islands,15.999,-123.585,Europe/Zagreb
1089 Genesis Plaza,South Stacey,78590,Greater Manchester,Saint Kitts and Nevis,-32.85,-28.797,Europe/Zagreb
119 Stroman Turnpike,North Braulio,37538-6009,Essex,Germany,-46.121,-34.648,Europe/Zagreb
1087 Forest Path,Grand Rapids,15364,Gloucestershire,Switzerland,-66.618,-155.87,Europe/Zagreb
307 Lockman Greens,Grand Rapids,40659,Durham,Uruguay,-7.192,150.903,Europe/Zagreb
718 Zboncak Center,Buffalo,36164-3334,Kent,Colombia,72.762,-55.665,Europe/Zagreb
155 Brisa Hill,South Stacey,71272,Shropshire,United States of America,83.731,55.924,Europe/Zagreb
356 Fay Corners,Lawrence,45161-1100,Cambridgeshire,Isle of Man,-19.202,-156.98,Europe/Zagreb
64 Sammy Creek,Willbury,75428-2665,Greater Manchester,Dominican Republic,-70.703,-118.058,Europe/Zagreb
633 Oswald Junction,Frisco,43299-2779,Hampshire,Indonesia,11.716,45.966,Europe/Zagreb
628 Carter Pike,Frisco,61580-6874,Suffolk,Czech Republic,-81.735,-3.624,Europe/Zagreb
990 Bechtelar Fields,Reichertland,68036-4207,City of London,Tanzania,-38.516,-117.532,Europe/Zagreb
848 Howell Plaza,New Wallaceberg,72698,Staffordshire,Slovakia (Slovak Republic),-69.603,98.088,Europe/Zagreb
26 Zboncak Harbor,North Kaleighshire,59726-9037,Gloucestershire,French Southern Territories,31.943,-80.013,Europe/Zagreb
1104 Esteban Inlet,Jaquelinview,72120-6931,Cumbria,Faroe Islands,38.477,-7.475,Europe/Zagreb
1127 Fisher Light,West Janetborough,67341,East Sussex,Brazil,37.46,175.615,Europe/Zagreb
1160 Reynold Crossing,Bellingham,55728-6661,Surrey,Burundi,-70.019,144.62,Europe/Zagreb
1479 Leffler Fields,Aliso Viejo,50406,Herefordshire,Pitcairn Islands,59.457,-77.129,Europe/Zagreb
88 Hauck Stream,Lawrence,28349-3745,West Sussex,Montserrat,30.813,-136.855,Europe/Zagreb
639 Harber Village,Kissimmee,78165-8093,Dorset,Switzerland,-33.897,-169.61,Europe/Zagreb
1000 Wilma Greens,Kettering,18357-6958,West Sussex,Saint Barthelemy,12.819,-117.596,Europe/Zagreb
1391 Myriam Spur,West Estaton,50518-3689,Durham,Isle of Man,21.157,-37.457,Europe/Zagreb
56 Dave Stravenue,White Plains,97800,Greater London,Central African Republic,33.15,147.045,Europe/Zagreb
620 Dariana Junction,Willbury,61199-8878,East Riding of Yorkshire,Latvia,76.955,14.517,Europe/Zagreb
403 Abbott Square,West Simone,81293-2372,Essex,Anguilla,75.963,142.499,Europe/Zagreb
1044 Howell Plaza,West Dorris,68820-4240,City of London,Indonesia,9.115,98.182,Europe/Zagreb
477 Jocelyn Throughway,South Stacey,32415-7044,Bedfordshire,Christmas Island,-82.13,-60.783,Europe/Zagreb
791 Georgiana Throughway,North Braulio,98023,Herefordshire,Colombia,37.291,-74.893,Europe/Zagreb
281 Rath Walk,North Celia,78507,Merseyside,Burundi,-17.229,159.196,Europe/Zagreb
942 Dave Stravenue,Port Amie,46318-2602,Northumberland,Gabon,-24.473,-163.915,Europe/Zagreb
1226 Emard Hill,Franeckiview,68185,West Midlands,Paraguay,59.787,-98.869,Europe/Zagreb
1180 Kihn Expressway,State College,37561,Greater London,Mayotte,-41.789,26.614,Europe/Zagreb
883 Lehner Drive,South Verdieton,77431,Hertfordshire,Saint Martin,4.951,-139.392,Europe/Zagreb
1208 Fay Corners,Cruzshire,62581,Cheshire,Montserrat,-29.589,-76.303,Europe/Zagreb
1176 Kreiger Mission,Shoreline,12158-4059,Kent,Saint Martin,21.146,144.36,Europe/Zagreb
698 Wolf Glen,New Solonmouth,30134-4742,Hampshire,Russian Federation,-85.905,132.858,Europe/Zagreb
961 Abbott Square,Durwardton,48846-6150,Somerset,"Virgin Islands, U.S.",-13.021,20.234,Europe/Zagreb
245 Viviane Junctions,South Stacey,44714-5224,Nottinghamshire,Montserrat,25.371,168.079,Europe/Zagreb
245 Dorian Gateway,Janefurt,49169,Northamptonshire,Tajikistan,54.383,134.131,Europe/Zagreb
654 Zboncak Center,Kuvalismouth,49478,West Midlands,"Virgin Islands, U.S.",-16.75,83.689,Europe/Zagreb
766 Cade Forks,Cuyahoga Falls,27657-9983,Greater Manchester,Antigua and Barbuda,29.809,131.929,Europe/Zagreb
561 Kihn Expressway,Port Asa,58024-1057,Bedfordshire,Dominican Republic,5.894,-92.675,Europe/Zagreb
185 Dianna Inlet,Port Asa,54512,Derbyshire,Czech Republic,22.908,154.696,Europe/Zagreb
1148 Calista Via,Shoreline,21893-9191,Essex,Burundi,-10.617,-102.988,Europe/Zagreb
491 Shakira Crossroad,New Ansley,20678-5896,Derbyshire,Burkina Faso,-76.729,-143.994,Europe/Zagreb
1300 Carmelo Plaza,Aliso Viejo,84802-3470,Cambridgeshire,Christmas Island,77.062,-21.787,Europe/Zagreb
415 Kihn Expressway,North Antonetta,93214-1730,Rutland,Hungary,-78.19,-73.466,Europe/Zagreb
573 Stokes Wells,Lake Adell,93233,South Yorkshire,Ethiopia,49.633,-176.987,Europe/Zagreb
957 Glover Lights,East Khalilton,77313-1873,Kent,Moldova,63.894,124.611,Europe/Zagreb
1220 Corwin Mission,Tallahassee,27002-1961,Norfolk,Estonia,16.287,-90.179,Europe/Zagreb
616 Max Wall,Murray,17683,Berkshire,Afghanistan,-68.615,169.095,Europe/Zagreb
138 Fannie Loaf,East Khalilton,22374,North Yorkshire,Belize,-8.398,172.255,Europe/Zagreb
286 Corwin Mission,Port Hardymouth,95601,West Yorkshire,Bolivia,13.492,31.111,Europe/Zagreb
1238 Hilma Mills,Cruzshire,19499-1399,Rutland,Faroe Islands,-17.261,-64.171,Europe/Zagreb
869 Bechtelar Fields,Bellingham,58575,Bedfordshire,Antigua and Barbuda,5.719,68.47,Europe/Zagreb
443 Konopelski Inlet,Jaquelinview,16117-9589,Essex,Nigeria,9.195,-145.967,Europe/Zagreb
1172 Jade Shore,West Brendonville,53536,Herefordshire,Tajikistan,-71.601,-166.785,Europe/Zagreb
26 Reynold Crossing,East Khalilton,82072-8635,East Sussex,Senegal,26.354,154.034,Europe/Zagreb
9 Max Wall,West Brendonville,60023,Greater London,United Kingdom,-47.238,105.766,Europe/Zagreb
1328 Joshuah Fork,Lake Adell,95558-1371,Isle of Wight,Saint Barthelemy,-19.509,-152.495,Europe/Zagreb
479 Sammy Creek,New Montemouth,76777,Northumberland,Spain,-52.399,53.018,Europe/Zagreb
280 Frances Groves,West Janetborough,91501,North Yorkshire,Panama,-4.308,-28.659,Europe/Zagreb
551 Parker Ways,North Kaleighshire,64042,Nottinghamshire,Guinea-Bissau,62.842,-65.505,Europe/Zagreb
445 Harmon Lodge,Funkville,56691-2443,Worcestershire,Burundi,-75.665,14.267,Europe/Zagreb
953 King Drives,Janefurt,61640-3414,West Yorkshire,Faroe Islands,43.987,38.672,Europe/Zagreb
933 Bechtelar Fields,Janefurt,26866-4743,Norfolk,Brazil,-26.773,77.913,Europe/Zagreb
527 Arturo Manors,Buffalo,78666,Isle of Wight,Burkina Faso,-17.768,-38.931,Europe/Zagreb
1233 Torphy Fords,New Solonmouth,66978,Northamptonshire,Anguilla,-41.363,128.439,Europe/Zagreb
1243 Calista Via,Port Hardymouth,32364-7605,Isle of Wight,Pitcairn Islands,-53.297,-9.096,Europe/Zagreb
410 Antonietta Highway,New Ansley,74378,Berkshire,Burkina Faso,-21.005,-128.916,Europe/Zagreb
1279 Dianna Inlet,North Celia,63856,Kent,Saint Martin,56.303,37.859,Europe/Zagreb
899 Graham Walks,West Amiya,98017-2946,West Sussex,Tanzania,-36.918,-172.503,Europe/Zagreb
1132 Schumm Land,Opalbury,67528-6027,Worcestershire,Panama,-89.19,22.053,Europe/Zagreb
184 Hodkiewicz Oval,North Nona,63832,West Midlands,Estonia,77.57,82.992,Pacific/Apia
312 Arturo Manors,Franeckiview,45078,Shropshire,Nigeria,29.548,39.747,Pacific/Apia
357 Benny River,North Nona,63058-8457,Leicestershire,Paraguay,-2.026,-8.008,Pacific/Apia
908 Hilma Mills,New Ansley,37065,Bristol,Iran,-86.302,-94.928,Pacific/Apia
508 Zulauf Branch,Franeckiview,40622-7524,Surrey,Belarus,38.844,-124.634,Pacific/Apia
1120 Glover Lights,Tabithaville,41484,Greater Manchester,Saint Barthelemy,-46.718,-116.314,Pacific/Apia
849 Hauck Stream,Funkville,20459,Suffolk,Trinidad and Tobago,-12.494,-105.806,Pacific/Apia
716 Max Wall,Elisabethland,44627,East Riding of Yorkshire,Vanuatu,-22.699,-155.271,Pacific/Apia
224 Jade Shore,Langborough,26595-7843,Derbyshire,Comoros,-29.513,-106.588,Pacific/Apia
1384 Quigley Parkways,East Filibertofurt,20860,Worcestershire,Montserrat,77.488,-116.655,Pacific/Apia
455 King Springs,North Braulio,32991,Staffordshire,Tajikistan,85.56,164.306,Pacific/Apia
1045 Bechtelar Fields,Cuyahoga Falls,30351-5310,North Yorkshire,Argentina,-74.323,74.494,Pacific/Apia
1293 Dorian Gateway,North Kaleighshire,72267-2994,Merseyside,Nauru,70.912,-128.392,Pacific/Apia
928 Zboncak Center,Lawrence,89961,West Yorkshire,Saint Kitts and Nevis,3.915,-127.443,Pacific/Apia
156 Jocelyn Throughway,East Filibertofurt,71697-3412,Northamptonshire,Syrian Arab Republic,48.05,-85.969,Pacific/Apia
180 Leffler Fields,Rettaland,28042-3582,Lincolnshire,Indonesia,24.598,168.671,Pacific/Apia
1414 Conner Vista,East Filibertofurt,71709,Greater London,New Caledonia,-22.546,59.026,Pacific/Apia
1057 Adell Mews,Erynside,68277,City of London,Switzerland,2.435,-112.285,Pacific/Apia
1032 Adell Mews,West Janetborough,90766,Warwickshire,Cocos (Keeling) Islands,-15.931,143.548,Pacific/Apia
382 Myriam Spur,New Wallaceberg,39732,Northumberland,Qatar,24.346,160.525,Pacific/Apia
192 Dante Summit,Fort Lauderdale,95310,Northumberland,Burkina Faso,20.047,-174.491,Pacific/Apia
540 Heathcote Cliff,Lake Anthony,73974,West Midlands,Macao,-8.596,-23.38,Pacific/Apia
66 Dameon Mountain,Padbergmouth,12054,Dorset,Peru,52.745,-170.375,Pacific/Apia
241 Leffler Fields,Tryciastad,19206,West Yorkshire,Bahrain,-20.695,-147.743,Pacific/Apia
728 Konopelski Inlet,Haneborough,28561-4443,West Sussex,Saint Martin,-21.893,156.767,Pacific/Apia
1067 Jazmyn Isle,Port Adalberto,31462-6901,Bristol,Switzerland,-83.166,-42.561,Pacific/Apia
137 Joshuah Fork,Janefurt,16077,Merseyside,Paraguay,-24.056,49.523,Pacific/Apia
387 Reynold Crossing,South Ahmedfort,71889-7107,Oxfordshire,Cocos (Keeling) Islands,-80.488,-179.398,Pacific/Apia
1138 Hauck Stream,Fort Lauderdale,39811,Hampshire,Anguilla,44.62,-43.606,Pacific/Apia
591 Jade Shore,Bahringertown,97044,West Yorkshire,Germany,21.331,-97.155,Pacific/Apia
1015 Adell Mews,Port Adalberto,10351,Merseyside,Angola,-4.667,100.74,Pacific/Apia
1343 Ruecker Fields,North Nona,42958-4129,Greater Manchester,Ethiopia,6.988,4.022,Pacific/Apia
697 Dante Summit,New Ansley,17173,Northamptonshire,Peru,31.321,86.399,Pacific/Apia
1368 Stroman Turnpike,Cruzshire,14844-8422,Bedfordshire,French Southern Territories,-53.082,176.469,Pacific/Apia
387 Howell Vista,West Amiya,28836,Berkshire,New Caledonia,41.967,-85.559,Pacific/Apia
376 Howell Plaza,Rogers,44653,Bedfordshire,Guinea,-66.271,45.82,Pacific/Apia
582 Hilma Mills,Marionton,22475-3368,Dorset,Slovakia (Slovak Republic),-48.615,14.654,Pacific/Apia
1342 Lehner Drive,West Dorris,60300-6425,Surrey,Isle of Man,-77.191,131.456,Pacific/Apia
724 Konopelski Inlet,East Vicentaborough,28625,Somerset,Bahrain,-62.45,66.853,Pacific/Apia
446 Collins Lane,Padbergmouth,15924-7545,Wiltshire,Albania,12.978,-109.191,Pacific/Apia
888 Dariana Junction,Fort Lauderdale,30297,Worcestershire,Azerbaijan,-75.199,-159.473,Pacific/Apia
67 Leffler Fields,North Nona,97927-7628,East Sussex,Panama,-23.67,-129.521,Pacific/Apia
1254 Dorian Gateway,North Winnifred,61690-1806,Hampshire,Afghanistan,31.562,-33.337,Pacific/Apia
207 Doyle Expressway,Port Ricky,40181,Lincolnshire,Central African Republic,54.119,107.457,Pacific/Apia
1412 Max Wall,Farmington,14047,Wiltshire,Comoros,31.901,-109.962,Pacific/Apia
1235 Daugherty Center,Williemouth,98735,Kent,Croatia,78.288,157.556,Pacific/Apia
359 Rohan Tunnel,Johnnieburgh,99567-2234,Cheshire,Saint Kitts and Nevis,59.428,120.971,Pacific/Apia
224 Genesis Plaza,Langborough,18332-3270,Lancashire,United Kingdom,-38.088,-142.99,Pacific/Apia
211 Benny River,Shoreline,74995,Greater London,Costa Rica,22.284,96.104,Pacific/Apia
571 Price Spring,Kissimmee,77164-4221,Greater London,Dominican Republic,58.699,-9.625,Pacific/Apia
407 Cade Forks,Borerville,58556-7187,Merseyside,Slovakia (Slovak Republic),74.456,-29.948,Pacific/Apia
1443 Fay Corners,White Plains,75566-7390,Lincolnshire,Puerto Rico,8.43,44.518,Pacific/Apia
1380 Forest Path,Buffalo,19489,Leicestershire,Brazil,3.634,-158.16,Pacific/Apia
512 Glover Lights,Langborough,94687,North Yorkshire,United States of America,-49.945,-22.097,Pacific/Apia
1473 Fisher Light,Bahringertown,74835,East Riding of Yorkshire,Tunisia,88.8,-30.946,Pacific/Apia
206 Rosendo Spring,Wehnerfort,57451,Worcestershire,Colombia,-78.52,-166.644,Pacific/Apia
76 Shakira Crossroad,West Janetborough,89671-6102,Hertfordshire,Lao Peoples Democratic Republic,13.606,-162.676,Pacific/Apia
1061 Forest Path,Lake Anthony,68305,Suffolk,Tanzania,-57.317,-155.089,Pacific/Apia
1023 Quigley Parkways,South Verdieton,45729,Isle of Wight,Latvia,70.245,107.27,Pacific/Apia
1155 Adell Mews,Connfurt,86328,Greater London,Argentina,-61.508,-12.252,Pacific/Apia
1148 Shakira Crossroad,New Ansley,90968,West Sussex,Christmas Island,-30.985,138.894,Pacific/Apia
438 Cronin Shoal,North Kaleighshire,29790,Lancashire,Indonesia,38.514,44.61,Pacific/Apia
363 Goyette Circle,West Brendonville,35356-7265,Buckinghamshire,Nigeria,45.564,13,Pacific/Apia
1327 Viviane Junctions,North Nona,55411,Northumberland,Romania,-35.279,-150.386,Pacific/Apia
1106 Frances Groves,Port Adalberto,81382-4329,Cumbria,Isle of Man,46.5,-171.857,Pacific/Apia
918 Harmon Lodge,North Winnifred,20879-1066,Surrey,Hungary,14.048,-68.259,Pacific/Apia
319 Emard Hill,Glen Burnie,91896-4809,Merseyside,Lao Peoples Democratic Republic,-31.987,-149.61,Pacific/Apia
74 Conner Vista,Tryciastad,78335,Surrey,Trinidad and Tobago,60.162,-16.141,Pacific/Apia
681 Collins Lane,North Kaleighshire,56533,Lincolnshire,Sri Lanka,-53.853,50.532,Pacific/Apia
234 Graham Walks,South Dagmarshire,82980,Worcestershire,Saint Barthelemy,41.6,85.948,Pacific/Apia
530 Fannie Loaf,East Providence,25025-2794,Devon,Qatar,48.165,111.396,Pacific/Apia
937 King Springs,Henderson,56730,Tyne and Wear,Qatar,-89.542,40.286,Pacific/Apia
1020 Harmon Lodge,Connfurt,95746,Cambridgeshire,Croatia,84.383,72.372,Pacific/Apia
146 Adell Mews,Katrinaside,96508-3493,South Yorkshire,Belarus,-10.387,-38.684,Pacific/Apia
324 Rosendo Spring,Kuvalismouth,70748-9350,Herefordshire,Ecuador,39.672,20.835,Pacific/Apia
278 Lehner Drive,Williemouth,41511,Dorset,Latvia,57.199,-173.264,Pacific/Apia
1065 Kreiger Mission,Murray,10285-6363,Warwickshire,Monaco,-81.157,166.022,Pacific/Apia
1340 Elian Road,North Braulio,94964-8997,Northamptonshire,Montenegro,-61.128,-113.84,Pacific/Auckland
81 Missouri Extension,Port Salvador,50186,Cheshire,Ethiopia,22.514,92.381,Pacific/Auckland
613 Schumm Land,West Amiya,99128,East Sussex,"Virgin Islands, U.S.",-42.533,118.556,Pacific/Auckland
1427 Buckridge Drives,Buffalo,82130-3902,Lancashire,Afghanistan,-13.912,-52.761,Pacific/Auckland
1368 Lehner Drive,Lawrence,78392,Berkshire,Wallis and Futuna,-14.966,44.475,Pacific/Auckland
964 Quigley Parkways,West Simone,42284,West Midlands,France,-39.559,-28.402,Pacific/Auckland
826 Carter Pike,North Kaleighshire,20638-8530,Northumberland,Vanuatu,-69.657,142.818,Pacific/Auckland
1440 Jade Shore,Bernierfurt,97899-8968,Isle of Wight,Nauru,-9.371,-169.805,Pacific/Auckland
669 Kihn Expressway,New Solonmouth,59007,Oxfordshire,Sierra Leone,70.556,-108.271,Pacific/Auckland
29 Kihn Expressway,Glen Burnie,52631,Buckinghamshire,Afghanistan,35.678,86.36,Pacific/Auckland
1152 Oswald Junction,South Darienbury,42822-8465,South Yorkshire,Saint Kitts and Nevis,49.69,-112.5,Pacific/Auckland
1326 Chyna Plaza,Janefurt,50622-8737,Surrey,Tajikistan,-20.835,100.873,Pacific/Auckland
1305 King Springs,West Janetborough,27598-9953,Greater Manchester,Paraguay,-86.559,-139.509,Pacific/Auckland
1450 Conner Vista,New Merle,20644-2732,West Midlands,Somalia,75.114,-42.348,Pacific/Auckland
1085 Dameon Mountain,West Estaton,70904-8146,East Sussex,Macao,54.636,-80.123,Pacific/Auckland
597 Georgiana Throughway,East Filibertofurt,29560,Lincolnshire,Macao,38.853,-150.742,Pacific/Auckland
912 Buckridge Drives,Tallahassee,52880-4282,Greater Manchester,Germany,-6.65,161.858,Pacific/Auckland
1045 Elian Road,Lake Anthony,15553,Bedfordshire,Saint Martin,-81.482,-100.912,Pacific/Auckland
